1	1	1950	45	32	-1	0
1	2	1950	55	37	-1	0
1	3	1950	60	44	11	0
1	4	1950	68	57	0	0
1	5	1950	64	52	0	0
1	6	1950	71	50	-1	0
1	7	1950	65	32	5	0
1	8	1950	33	22	-1	-1
1	9	1950	46	23	1	0
1	10	1950	63	41	21	0
1	11	1950	61	29	0	0
1	12	1950	36	26	10	-1
1	13	1950	50	35	9	0
1	14	1950	61	39	5	0
1	15	1950	44	31	-1	0
1	16	1950	50	35	-1	0
1	17	1950	40	27	1	-1
1	18	1950	52	32	17	0
1	19	1950	36	23	2	5
1	20	1950	32	20	0	0
1	21	1950	38	23	2	2
1	22	1950	49	32	0	0
1	23	1950	53	40	0	0
1	24	1950	69	43	1	0
1	25	1950	52	44	0	0
1	26	1950	74	41	-1	0
1	27	1950	60	27	14	-1
1	28	1950	42	24	8	0
1	29	1950	57	40	7	0
1	30	1950	53	32	8	0
1	31	1950	41	31	63	-1
2	1	1950	39	30	45	9
2	2	1950	44	34	40	0
2	3	1950	41	28	0	0
2	4	1950	42	26	0	0
2	5	1950	40	25	0	0
2	6	1950	42	27	9	0
2	7	1950	43	27	-1	0
2	8	1950	38	17	0	0
2	9	1950	50	31	57	0
2	10	1950	44	37	16	0
2	11	1950	51	36	0	0
2	12	1950	50	30	0	0
2	13	1950	42	34	65	-1
2	14	1950	43	36	53	0
2	15	1950	43	39	32	0
2	16	1950	43	34	-1	-1
2	17	1950	41	33	-1	-1
2	18	1950	45	31	0	0
2	19	1950	42	29	1	0
2	20	1950	29	12	-1	-1
2	21	1950	28	10	-1	-1
2	22	1950	36	25	9	-1
2	23	1950	37	31	8	0
2	24	1950	52	29	-1	0
2	25	1950	32	22	0	0
2	26	1950	28	18	2	2
2	27	1950	27	13	0	0
2	28	1950	38	16	4	1
2	29	1950	-999	-999	-999	-999
3	1	1950	49	30	11	0
3	2	1950	31	16	1	1
3	3	1950	32	13	0	0
3	4	1950	34	14	0	0
3	5	1950	56	21	0	0
3	6	1950	45	28	0	0
3	7	1950	46	20	-1	0
3	8	1950	66	36	66	0
3	9	1950	40	23	-1	-1
3	10	1950	38	23	0	0
3	11	1950	49	24	34	0
3	12	1950	58	39	21	0
3	13	1950	39	34	71	-1
3	14	1950	42	29	0	0
3	15	1950	56	28	0	0
3	16	1950	35	27	0	0
3	17	1950	46	30	0	0
3	18	1950	44	28	1	0
3	19	1950	43	20	0	0
3	20	1950	52	27	9	0
3	21	1950	43	38	82	0
3	22	1950	42	39	66	0
3	23	1950	43	35	48	0
3	24	1950	56	38	1	0
3	25	1950	51	37	1	0
3	26	1950	52	33	6	-1
3	27	1950	64	39	1	0
3	28	1950	71	54	37	0
3	29	1950	60	34	12	0
3	30	1950	46	29	0	0
3	31	1950	49	28	0	0
4	1	1950	53	30	-1	0
4	2	1950	60	43	-1	0
4	3	1950	65	47	1	0
4	4	1950	79	52	-1	0
4	5	1950	64	43	2	0
4	6	1950	45	30	0	0
4	7	1950	53	26	0	0
4	8	1950	55	35	-1	0
4	9	1950	50	29	0	0
4	10	1950	57	28	-1	0
4	11	1950	63	40	6	0
4	12	1950	54	41	-1	0
4	13	1950	43	29	10	-1
4	14	1950	47	24	-1	-1
4	15	1950	49	32	0	0
4	16	1950	62	34	0	0
4	17	1950	71	38	0	0
4	18	1950	75	50	0	0
4	19	1950	80	48	-1	0
4	20	1950	60	44	46	0
4	21	1950	55	41	-1	0
4	22	1950	58	38	-1	-1
4	23	1950	55	39	16	0
4	24	1950	52	43	27	0
4	25	1950	54	43	1	0
4	26	1950	71	47	18	0
4	27	1950	65	42	7	0
4	28	1950	72	49	70	0
4	29	1950	56	48	4	0
4	30	1950	49	44	2	0
5	1	1950	62	44	7	0
5	2	1950	57	46	11	0
5	3	1950	60	51	37	0
5	4	1950	73	52	0	0
5	5	1950	64	56	9	0
5	6	1950	83	56	2	0
5	7	1950	80	50	0	0
5	8	1950	64	42	0	0
5	9	1950	69	39	-1	0
5	10	1950	82	57	10	0
5	11	1950	76	57	-1	0
5	12	1950	61	53	1	0
5	13	1950	78	46	0	0
5	14	1950	73	53	0	0
5	15	1950	59	53	111	0
5	16	1950	75	56	-1	0
5	17	1950	76	53	-1	0
5	18	1950	61	49	89	0
5	19	1950	52	48	13	0
5	20	1950	62	47	-1	0
5	21	1950	78	46	0	0
5	22	1950	70	49	0	0
5	23	1950	74	51	9	0
5	24	1950	77	59	-1	0
5	25	1950	75	57	-1	0
5	26	1950	72	59	-1	0
5	27	1950	80	53	0	0
5	28	1950	67	50	-1	0
5	29	1950	61	54	90	0
5	30	1950	76	58	0	0
5	31	1950	79	59	-1	0
6	1	1950	71	60	51	0
6	2	1950	84	55	0	0
6	3	1950	78	65	-1	0
6	4	1950	72	52	56	0
6	5	1950	81	49	-1	0
6	6	1950	87	59	0	0
6	7	1950	90	63	0	0
6	8	1950	90	63	0	0
6	9	1950	89	63	0	0
6	10	1950	89	68	22	0
6	11	1950	77	60	3	0
6	12	1950	75	56	0	0
6	13	1950	78	52	0	0
6	14	1950	70	59	29	0
6	15	1950	66	62	1	0
6	16	1950	79	53	6	0
6	17	1950	85	56	0	0
6	18	1950	75	48	-1	0
6	19	1950	65	58	19	0
